,Dewhigh,Dewlow,Dewmid,Humidhigh,Humidlow,Humidmid,Phigh,Plow,Pmid,Rain,Thigh,Tlow,Tmid,Vishigh,Vislow,Vismid,Windhigh,Windlow,Windmid,day
945,16.0,13.0,14.0,94.0,41.0,65.0,1018.0,1015.0,1017.0,0.0,27.0,16.0,21.0,14.0,10.0,10.0,10.0,,3.0,34.0
946,15.0,10.0,13.0,94.0,30.0,65.0,1017.0,1011.0,1014.0,0.0,28.0,13.0,21.0,18.0,10.0,10.0,10.0,,5.0,35.0
947,18.0,15.0,17.0,100.0,50.0,74.0,1012.0,1007.0,1010.0,6.1,27.0,17.0,22.0,10.0,6.0,10.0,19.0,,8.0,36.0
948,17.0,13.0,16.0,100.0,57.0,85.0,1019.0,1011.0,1014.0,3.05,20.0,16.0,18.0,10.0,5.0,10.0,21.0,40.0,13.0,37.0
949,14.0,10.0,13.0,94.0,42.0,70.0,1024.0,1020.0,1022.0,0.0,24.0,14.0,19.0,14.0,10.0,10.0,21.0,,11.0,38.0
950,14.0,10.0,12.0,100.0,34.0,67.0,1025.0,1023.0,1024.0,0.0,24.0,11.0,18.0,18.0,10.0,10.0,13.0,,5.0,39.0
951,14.0,11.0,13.0,100.0,36.0,69.0,1024.0,1023.0,1024.0,0.0,27.0,12.0,19.0,10.0,10.0,10.0,13.0,,5.0,40.0
952,14.0,11.0,12.0,94.0,36.0,64.0,1024.0,1022.0,1023.0,0.0,26.0,13.0,19.0,27.0,10.0,10.0,16.0,,10.0,41.0
953,13.0,9.0,11.0,94.0,33.0,62.0,1023.0,1016.0,1020.0,0.0,25.0,11.0,18.0,10.0,10.0,10.0,24.0,,11.0,42.0
954,13.0,9.0,11.0,88.0,32.0,61.0,1016.0,1013.0,1014.0,0.0,27.0,11.0,19.0,18.0,10.0,10.0,11.0,,6.0,43.0
955,17.0,12.0,15.0,94.0,45.0,72.0,1015.0,1012.0,1013.0,0.0,27.0,13.0,20.0,19.0,10.0,10.0,13.0,,5.0,44.0
956,17.0,14.0,16.0,94.0,31.0,67.0,1014.0,1012.0,1013.0,0.0,30.0,14.0,22.0,14.0,9.0,10.0,11.0,,3.0,45.0
957,20.0,16.0,17.0,94.0,31.0,65.0,1013.0,1009.0,1011.0,3.05,32.0,18.0,26.0,19.0,10.0,10.0,16.0,,5.0,46.0
958,20.0,11.0,15.0,100.0,38.0,72.0,1021.0,1014.0,1019.0,0.25,26.0,16.0,21.0,11.0,7.0,10.0,23.0,,8.0,47.0
959,17.0,9.0,14.0,100.0,29.0,69.0,1021.0,1019.0,1020.0,0.0,29.0,13.0,21.0,10.0,10.0,10.0,8.0,,3.0,48.0
960,20.0,11.0,16.0,94.0,26.0,68.0,1020.0,1017.0,1019.0,0.0,34.0,14.0,24.0,21.0,10.0,10.0,10.0,,3.0,49.0
961,24.0,15.0,19.0,100.0,46.0,73.0,1020.0,1015.0,1018.0,0.0,33.0,16.0,24.0,27.0,10.0,10.0,11.0,,5.0,50.0
962,21.0,16.0,19.0,100.0,36.0,69.0,1020.0,1018.0,1019.0,0.0,34.0,19.0,27.0,29.0,10.0,11.0,27.0,,8.0,51.0
963,22.0,16.0,20.0,100.0,46.0,75.0,1020.0,1012.0,1017.0,0.25,32.0,17.0,24.0,27.0,10.0,11.0,11.0,,5.0,52.0
964,22.0,11.0,16.0,94.0,32.0,66.0,1019.0,1014.0,1017.0,0.25,27.0,16.0,22.0,10.0,10.0,10.0,16.0,,8.0,53.0
965,18.0,11.0,13.0,94.0,31.0,63.0,1019.0,1009.0,1015.0,0.51,27.0,12.0,19.0,10.0,10.0,10.0,11.0,,6.0,54.0
966,19.0,16.0,18.0,100.0,60.0,86.0,1010.0,1007.0,1009.0,0.51,24.0,18.0,21.0,10.0,6.0,10.0,23.0,,11.0,55.0
967,19.0,8.0,15.0,100.0,34.0,73.0,1013.0,1009.0,1011.0,0.0,27.0,16.0,22.0,18.0,10.0,10.0,34.0,,14.0,56.0
968,14.0,10.0,12.0,94.0,47.0,68.0,1022.0,1013.0,1017.0,0.25,22.0,14.0,18.0,10.0,10.0,10.0,34.0,,18.0,57.0
969,14.0,9.0,12.0,100.0,33.0,70.0,1023.0,1017.0,1021.0,0.0,26.0,10.0,18.0,31.0,10.0,10.0,13.0,,6.0,58.0
970,16.0,11.0,13.0,100.0,32.0,70.0,1020.0,1015.0,1018.0,0.0,28.0,12.0,20.0,10.0,10.0,10.0,19.0,,6.0,59.0
971,18.0,13.0,15.0,94.0,42.0,72.0,1020.0,1015.0,1018.0,4.06,28.0,13.0,21.0,23.0,10.0,10.0,24.0,,6.0,60.0
972,17.0,11.0,15.0,95.0,54.0,79.0,1020.0,1017.0,1018.0,4.06,21.0,15.0,18.0,10.0,10.0,10.0,21.0,,8.0,61.0
973,13.0,9.0,11.0,94.0,49.0,74.0,1022.0,1019.0,1020.0,2.03,19.0,13.0,16.0,10.0,10.0,10.0,26.0,,13.0,62.0
974,12.0,9.0,11.0,94.0,59.0,78.0,1024.0,1022.0,1023.0,0.0,19.0,11.0,15.0,27.0,10.0,10.0,24.0,,16.0,33.0
975,15.0,10.0,12.0,88.0,50.0,75.0,1025.0,1023.0,1024.0,0.0,23.0,11.0,17.0,31.0,10.0,10.0,21.0,,11.0,34.0
976,15.0,10.0,13.0,100.0,38.0,68.0,1024.0,1020.0,1022.0,0.0,25.0,12.0,19.0,18.0,10.0,10.0,26.0,,10.0,35.0
977,15.0,12.0,13.0,88.0,39.0,63.0,1021.0,1018.0,1020.0,0.0,26.0,13.0,20.0,19.0,10.0,10.0,24.0,,14.0,36.0
978,15.0,11.0,13.0,88.0,34.0,66.0,1023.0,1018.0,1019.0,0.0,27.0,12.0,20.0,19.0,10.0,10.0,26.0,,11.0,37.0
979,14.0,7.0,9.0,82.0,32.0,59.0,1026.0,1023.0,1025.0,0.0,22.0,12.0,17.0,29.0,10.0,10.0,24.0,,14.0,38.0
980,11.0,5.0,8.0,100.0,25.0,63.0,1027.0,1023.0,1025.0,0.0,26.0,7.0,17.0,26.0,10.0,10.0,11.0,,5.0,39.0
981,13.0,7.0,10.0,94.0,25.0,65.0,1024.0,1018.0,1021.0,0.0,28.0,8.0,18.0,19.0,10.0,10.0,11.0,,3.0,40.0
982,16.0,8.0,12.0,100.0,30.0,67.0,1019.0,1014.0,1016.0,0.0,30.0,8.0,19.0,11.0,10.0,10.0,11.0,,5.0,41.0
983,16.0,11.0,14.0,94.0,29.0,66.0,1017.0,1014.0,1016.0,0.0,31.0,12.0,21.0,19.0,10.0,10.0,14.0,,6.0,42.0
984,18.0,13.0,16.0,94.0,53.0,79.0,1016.0,1013.0,1014.0,7.11,26.0,15.0,21.0,19.0,7.0,10.0,26.0,,8.0,43.0
985,17.0,7.0,9.0,94.0,59.0,77.0,1017.0,1013.0,1015.0,4.06,16.0,9.0,12.0,13.0,8.0,10.0,24.0,45.0,13.0,44.0
986,10.0,7.0,9.0,100.0,47.0,77.0,1019.0,1015.0,1016.0,0.0,19.0,7.0,13.0,16.0,10.0,10.0,13.0,,8.0,45.0
987,10.0,6.0,8.0,100.0,38.0,72.0,1020.0,1014.0,1017.0,0.0,23.0,6.0,14.0,31.0,1.0,10.0,21.0,,8.0,46.0
988,12.0,8.0,10.0,88.0,34.0,67.0,1019.0,1016.0,1017.0,0.0,22.0,11.0,17.0,14.0,10.0,10.0,11.0,,6.0,47.0
989,12.0,7.0,9.0,100.0,38.0,74.0,1019.0,1013.0,1016.0,0.0,24.0,7.0,16.0,19.0,10.0,10.0,10.0,,3.0,48.0
990,13.0,10.0,12.0,100.0,36.0,74.0,1016.0,1013.0,1014.0,0.0,25.0,11.0,18.0,19.0,10.0,10.0,10.0,,5.0,49.0
991,16.0,9.0,12.0,100.0,38.0,78.0,1015.0,1010.0,1013.0,12.95,26.0,9.0,18.0,19.0,3.0,10.0,24.0,,6.0,50.0
992,12.0,1.0,6.0,88.0,25.0,61.0,1024.0,1015.0,1019.0,0.0,19.0,8.0,13.0,10.0,10.0,10.0,21.0,,11.0,51.0
993,6.0,0.0,4.0,100.0,26.0,65.0,1026.0,1021.0,1023.0,0.0,19.0,3.0,11.0,14.0,10.0,10.0,10.0,,5.0,52.0
994,15.0,3.0,8.0,100.0,40.0,75.0,1022.0,1012.0,1017.0,0.76,24.0,4.0,14.0,27.0,1.0,10.0,14.0,,5.0,53.0
995,13.0,7.0,11.0,100.0,44.0,80.0,1019.0,1012.0,1016.0,7.11,19.0,12.0,16.0,26.0,3.0,10.0,16.0,,6.0,54.0
996,13.0,8.0,10.0,94.0,51.0,80.0,1019.0,1004.0,1013.0,0.0,19.0,8.0,14.0,31.0,10.0,11.0,10.0,,5.0,55.0
997,16.0,8.0,12.0,100.0,48.0,78.0,1005.0,999.0,1002.0,1.02,22.0,11.0,17.0,11.0,5.0,9.0,39.0,53.0,10.0,56.0
998,12.0,9.0,11.0,100.0,56.0,81.0,1005.0,1001.0,1003.0,4.06,18.0,12.0,15.0,18.0,9.0,10.0,24.0,,13.0,57.0
999,13.0,11.0,12.0,100.0,82.0,94.0,1007.0,1000.0,1003.0,0.51,15.0,11.0,13.0,27.0,0.0,9.0,13.0,,6.0,58.0
1000,11.0,8.0,10.0,100.0,49.0,82.0,1017.0,1007.0,1011.0,2.03,19.0,9.0,14.0,18.0,6.0,10.0,45.0,66.0,14.0,59.0
1001,11.0,7.0,9.0,100.0,36.0,76.0,1020.0,1017.0,1018.0,0.0,21.0,7.0,14.0,10.0,3.0,10.0,14.0,,8.0,60.0
1002,12.0,5.0,9.0,100.0,52.0,85.0,1020.0,1017.0,1018.0,0.0,18.0,6.0,12.0,27.0,5.0,10.0,10.0,,3.0,61.0
1003,9.0,5.0,8.0,100.0,48.0,79.0,1023.0,1020.0,1021.0,0.0,18.0,5.0,11.0,11.0,10.0,10.0,13.0,,6.0,62.0
1004,12.0,8.0,9.0,94.0,56.0,78.0,1020.0,1018.0,1019.0,0.0,17.0,10.0,13.0,29.0,9.0,11.0,11.0,,5.0,34.0
1005,10.0,6.0,8.0,100.0,37.0,78.0,1020.0,1017.0,1019.0,0.0,21.0,6.0,13.0,10.0,1.0,9.0,14.0,,6.0,35.0
1006,13.0,8.0,10.0,94.0,46.0,74.0,1019.0,1014.0,1016.0,0.25,21.0,10.0,16.0,10.0,10.0,10.0,27.0,,11.0,36.0
1007,13.0,8.0,11.0,100.0,56.0,79.0,1019.0,1010.0,1014.0,1.02,18.0,9.0,13.0,10.0,7.0,10.0,40.0,64.0,14.0,37.0
1008,14.0,6.0,11.0,100.0,36.0,77.0,1019.0,1015.0,1016.0,0.0,24.0,7.0,16.0,27.0,0.0,9.0,34.0,,10.0,38.0
1009,12.0,8.0,11.0,100.0,31.0,69.0,1017.0,1014.0,1015.0,5.08,22.0,9.0,16.0,10.0,10.0,10.0,32.0,45.0,13.0,39.0
1010,15.0,7.0,11.0,100.0,63.0,88.0,1024.0,1013.0,1018.0,5.08,15.0,7.0,11.0,27.0,0.0,9.0,26.0,,10.0,40.0
1011,11.0,3.0,7.0,100.0,77.0,94.0,1025.0,1013.0,1020.0,0.0,13.0,2.0,8.0,10.0,0.0,7.0,8.0,,3.0,41.0
1012,15.0,11.0,13.0,100.0,86.0,95.0,1016.0,1009.0,1013.0,7.11,15.0,12.0,13.0,16.0,2.0,8.0,16.0,,8.0,42.0
1013,10.0,6.0,8.0,100.0,69.0,85.0,1016.0,1014.0,1014.0,2.03,13.0,8.0,10.0,16.0,2.0,9.0,14.0,,8.0,43.0
1014,11.0,5.0,8.0,100.0,71.0,88.0,1015.0,1008.0,1011.0,1.02,14.0,7.0,10.0,29.0,1.0,9.0,11.0,,6.0,44.0
1015,15.0,5.0,11.0,100.0,59.0,88.0,1017.0,1006.0,1010.0,1.02,17.0,7.0,12.0,10.0,3.0,8.0,27.0,,10.0,45.0
1016,9.0,3.0,6.0,100.0,48.0,81.0,1018.0,1008.0,1013.0,0.0,17.0,3.0,10.0,19.0,1.0,10.0,16.0,,10.0,46.0
1017,11.0,6.0,8.0,100.0,71.0,90.0,1009.0,997.0,1003.0,0.51,12.0,7.0,10.0,10.0,6.0,9.0,16.0,,10.0,47.0
1018,10.0,4.0,6.0,94.0,71.0,81.0,1014.0,997.0,1008.0,0.25,10.0,5.0,8.0,18.0,10.0,10.0,37.0,,16.0,48.0
1019,8.0,1.0,4.0,100.0,51.0,83.0,1014.0,1011.0,1013.0,0.0,12.0,0.0,6.0,10.0,0.0,9.0,21.0,,8.0,49.0
1020,11.0,5.0,8.0,100.0,46.0,79.0,1014.0,1010.0,1012.0,0.0,20.0,5.0,12.0,10.0,5.0,9.0,19.0,,8.0,50.0
1021,13.0,6.0,9.0,100.0,58.0,88.0,1014.0,1011.0,1012.0,0.25,19.0,7.0,13.0,18.0,0.0,9.0,8.0,,5.0,51.0
1022,13.0,6.0,10.0,100.0,45.0,84.0,1017.0,1013.0,1014.0,0.0,23.0,6.0,14.0,27.0,0.0,8.0,11.0,,3.0,52.0
1023,14.0,6.0,11.0,100.0,50.0,85.0,1019.0,1016.0,1017.0,0.0,23.0,6.0,14.0,19.0,0.0,8.0,10.0,,5.0,53.0
1024,14.0,9.0,12.0,100.0,68.0,91.0,1018.0,1016.0,1017.0,0.25,18.0,9.0,13.0,10.0,0.0,7.0,11.0,,5.0,54.0
1025,11.0,6.0,9.0,100.0,86.0,95.0,1023.0,1018.0,1020.0,0.25,11.0,6.0,9.0,8.0,0.0,3.0,13.0,,6.0,55.0
1026,9.0,4.0,7.0,100.0,71.0,87.0,1024.0,1022.0,1023.0,0.25,12.0,5.0,9.0,13.0,0.0,8.0,14.0,,10.0,56.0
1027,7.0,4.0,6.0,100.0,53.0,88.0,1023.0,1018.0,1020.0,0.0,13.0,3.0,8.0,11.0,1.0,7.0,10.0,,3.0,57.0
1028,8.0,5.0,7.0,100.0,76.0,93.0,1019.0,1013.0,1015.0,0.0,12.0,5.0,8.0,10.0,0.0,4.0,13.0,,5.0,58.0
1029,9.0,5.0,7.0,100.0,76.0,89.0,1013.0,997.0,1006.0,7.87,11.0,7.0,9.0,10.0,1.0,6.0,21.0,,11.0,59.0
1030,6.0,-2.0,2.0,100.0,70.0,94.0,1010.0,994.0,1001.0,7.11,3.0,2.0,2.0,18.0,5.0,10.0,29.0,,19.0,60.0
1031,0.0,-2.0,-1.0,93.0,53.0,77.0,1017.0,1010.0,1013.0,0.0,6.0,0.0,3.0,10.0,10.0,10.0,26.0,,13.0,61.0
1032,2.0,-4.0,-1.0,100.0,76.0,92.0,1019.0,1013.0,1016.0,0.0,5.0,-4.0,1.0,10.0,0.0,7.0,11.0,,5.0,62.0
1033,3.0,0.0,1.0,93.0,44.0,76.0,1013.0,1006.0,1008.0,0.51,12.0,2.0,7.0,26.0,5.0,10.0,19.0,,11.0,63.0
1034,4.0,-2.0,1.0,100.0,43.0,83.0,1007.0,995.0,1001.0,0.0,12.0,-2.0,4.0,18.0,0.0,9.0,8.0,,5.0,64.0
1035,7.0,3.0,5.0,100.0,38.0,77.0,997.0,989.0,992.0,0.0,14.0,3.0,9.0,19.0,6.0,10.0,39.0,,11.0,35.0
1036,9.0,2.0,6.0,94.0,52.0,77.0,1005.0,997.0,1002.0,0.76,12.0,6.0,9.0,10.0,8.0,10.0,24.0,,16.0,36.0
1037,11.0,6.0,8.0,100.0,43.0,84.0,1006.0,1001.0,1004.0,2.03,19.0,7.0,13.0,16.0,2.0,9.0,40.0,66.0,11.0,37.0
1038,10.0,6.0,8.0,100.0,82.0,94.0,1007.0,1000.0,1003.0,5.08,11.0,8.0,9.0,13.0,5.0,10.0,14.0,,6.0,38.0
1039,8.0,4.0,6.0,93.0,71.0,86.0,1012.0,1002.0,1005.0,4.06,10.0,5.0,8.0,10.0,7.0,10.0,24.0,,14.0,39.0
1040,6.0,1.0,4.0,100.0,58.0,82.0,1025.0,1012.0,1019.0,0.0,11.0,3.0,7.0,31.0,7.0,11.0,11.0,,6.0,40.0
1041,7.0,3.0,5.0,93.0,72.0,85.0,1030.0,1025.0,1028.0,0.25,9.0,2.0,6.0,21.0,9.0,10.0,19.0,,11.0,41.0
1042,6.0,3.0,5.0,100.0,68.0,89.0,1029.0,1020.0,1023.0,0.0,10.0,3.0,7.0,21.0,6.0,10.0,13.0,,5.0,42.0
1043,6.0,-1.0,3.0,100.0,71.0,93.0,1022.0,1011.0,1017.0,0.0,10.0,-1.0,4.0,10.0,0.0,6.0,6.0,,2.0,43.0
1044,12.0,6.0,9.0,100.0,92.0,97.0,1011.0,1002.0,1005.0,10.92,12.0,3.0,8.0,10.0,1.0,6.0,21.0,,6.0,44.0
1045,10.0,6.0,8.0,100.0,82.0,90.0,1021.0,1005.0,1012.0,1.02,11.0,8.0,9.0,29.0,7.0,10.0,16.0,,10.0,45.0
1046,6.0,1.0,4.0,100.0,52.0,81.0,1030.0,1021.0,1026.0,0.0,11.0,2.0,6.0,27.0,6.0,11.0,14.0,,6.0,46.0
1047,4.0,-1.0,2.0,100.0,62.0,91.0,1033.0,1030.0,1031.0,0.0,9.0,-2.0,3.0,14.0,0.0,6.0,11.0,,3.0,47.0
1048,6.0,1.0,3.0,100.0,71.0,94.0,1030.0,1024.0,1027.0,0.0,9.0,1.0,5.0,10.0,0.0,5.0,13.0,,6.0,48.0
1049,5.0,3.0,4.0,100.0,92.0,96.0,1025.0,1021.0,1023.0,0.0,5.0,2.0,3.0,6.0,2.0,4.0,11.0,,3.0,49.0
1050,5.0,3.0,4.0,100.0,87.0,94.0,1022.0,1017.0,1019.0,0.0,6.0,3.0,4.0,19.0,3.0,9.0,8.0,,5.0,50.0
1051,6.0,4.0,5.0,100.0,76.0,94.0,1017.0,1012.0,1014.0,0.0,8.0,4.0,6.0,10.0,1.0,8.0,14.0,,6.0,51.0
1052,7.0,2.0,4.0,100.0,87.0,99.0,1016.0,1011.0,1013.0,0.0,9.0,2.0,6.0,6.0,0.0,1.0,8.0,,3.0,52.0
1053,6.0,2.0,4.0,100.0,99.0,100.0,1020.0,1016.0,1017.0,0.0,6.0,1.0,3.0,7.0,0.0,1.0,11.0,,5.0,53.0
1054,4.0,3.0,4.0,100.0,93.0,99.0,1021.0,1019.0,1020.0,0.0,4.0,3.0,3.0,10.0,0.0,5.0,11.0,,5.0,54.0
1055,7.0,3.0,4.0,100.0,87.0,96.0,1022.0,1017.0,1018.0,0.0,7.0,2.0,4.0,10.0,3.0,7.0,13.0,,6.0,55.0
1056,8.0,5.0,7.0,100.0,72.0,93.0,1025.0,1022.0,1023.0,0.0,13.0,4.0,8.0,10.0,0.0,6.0,10.0,,5.0,56.0
1057,8.0,4.0,7.0,100.0,75.0,92.0,1022.0,1019.0,1020.0,0.0,11.0,4.0,8.0,14.0,0.0,6.0,13.0,,6.0,57.0
1058,9.0,4.0,7.0,100.0,68.0,88.0,1021.0,1014.0,1017.0,0.0,12.0,4.0,8.0,13.0,3.0,8.0,10.0,,5.0,58.0
1059,9.0,1.0,5.0,93.0,35.0,70.0,1018.0,1014.0,1016.0,0.0,16.0,2.0,9.0,18.0,10.0,10.0,34.0,55.0,13.0,59.0
1060,11.0,3.0,8.0,100.0,87.0,95.0,1015.0,1006.0,1009.0,3.05,12.0,2.0,7.0,14.0,3.0,9.0,14.0,,6.0,60.0
1061,8.0,5.0,6.0,100.0,90.0,95.0,1008.0,1005.0,1006.0,1.02,7.0,6.0,7.0,23.0,4.0,10.0,23.0,,13.0,61.0
1062,6.0,5.0,6.0,100.0,87.0,96.0,1006.0,998.0,1002.0,7.11,6.0,6.0,6.0,10.0,3.0,7.0,23.0,,11.0,62.0
1063,5.0,0.0,2.0,93.0,62.0,82.0,1006.0,997.0,1002.0,3.05,5.0,3.0,4.0,19.0,5.0,9.0,26.0,,16.0,63.0
1064,1.0,-2.0,-1.0,93.0,50.0,78.0,1012.0,1005.0,1009.0,0.0,6.0,0.0,3.0,24.0,10.0,11.0,14.0,,10.0,64.0
1065,-1.0,-4.0,-2.0,100.0,56.0,83.0,1016.0,1013.0,1014.0,0.0,4.0,-3.0,0.0,16.0,6.0,10.0,14.0,,6.0,36.0
1066,0.0,-3.0,-1.0,100.0,65.0,83.0,1018.0,1012.0,1014.0,0.0,3.0,-2.0,1.0,21.0,1.0,10.0,21.0,,14.0,37.0
1067,4.0,-3.0,-1.0,100.0,68.0,89.0,1021.0,1008.0,1015.0,1.02,5.0,-1.0,1.0,19.0,1.0,10.0,27.0,,14.0,38.0
1068,4.0,1.0,3.0,100.0,76.0,88.0,1008.0,998.0,1004.0,2.03,7.0,2.0,4.0,31.0,9.0,10.0,26.0,,14.0,39.0
1069,2.0,-1.0,1.0,100.0,68.0,90.0,1007.0,1003.0,1005.0,0.0,6.0,1.0,3.0,19.0,10.0,10.0,19.0,,10.0,40.0
1070,1.0,-5.0,-2.0,100.0,48.0,81.0,1020.0,1007.0,1015.0,0.25,4.0,-2.0,1.0,27.0,6.0,10.0,19.0,,8.0,41.0
1071,0.0,-3.0,-2.0,100.0,82.0,94.0,1017.0,1002.0,1007.0,0.76,0.0,-3.0,-1.0,18.0,1.0,9.0,14.0,,10.0,42.0
1072,0.0,-7.0,-4.0,100.0,62.0,88.0,1028.0,1006.0,1019.0,0.0,1.0,-6.0,-3.0,10.0,0.0,7.0,19.0,,13.0,43.0
1073,1.0,-10.0,-4.0,100.0,77.0,91.0,1029.0,1014.0,1022.0,0.0,2.0,-10.0,-4.0,11.0,0.0,7.0,27.0,42.0,8.0,44.0
1074,2.0,-2.0,1.0,93.0,65.0,83.0,1017.0,1011.0,1013.0,0.51,5.0,1.0,3.0,10.0,10.0,10.0,26.0,,16.0,45.0
1075,-1.0,-4.0,-2.0,100.0,66.0,85.0,1027.0,1018.0,1023.0,0.25,1.0,-2.0,-1.0,31.0,4.0,10.0,21.0,,13.0,46.0
1076,-3.0,-6.0,-4.0,100.0,75.0,90.0,1028.0,1018.0,1023.0,0.0,1.0,-6.0,-3.0,13.0,0.0,9.0,13.0,,6.0,47.0
1077,0.0,-8.0,-4.0,100.0,75.0,90.0,1019.0,1009.0,1013.0,0.0,1.0,-7.0,-3.0,10.0,0.0,7.0,11.0,,5.0,48.0
1078,5.0,0.0,2.0,100.0,67.0,88.0,1009.0,999.0,1003.0,0.0,6.0,1.0,3.0,23.0,5.0,9.0,19.0,,13.0,49.0
1079,7.0,5.0,7.0,100.0,82.0,91.0,1009.0,999.0,1004.0,2.03,10.0,4.0,7.0,10.0,6.0,9.0,23.0,,18.0,50.0
1080,7.0,4.0,6.0,93.0,67.0,81.0,1010.0,1008.0,1009.0,2.03,11.0,7.0,9.0,10.0,10.0,10.0,34.0,45.0,18.0,51.0
1081,7.0,4.0,6.0,100.0,82.0,93.0,1010.0,1007.0,1008.0,3.05,9.0,6.0,7.0,10.0,8.0,10.0,19.0,,14.0,52.0
1082,6.0,3.0,4.0,100.0,87.0,93.0,1020.0,1011.0,1015.0,0.25,7.0,3.0,4.0,18.0,4.0,9.0,13.0,,10.0,53.0
1083,5.0,0.0,3.0,100.0,76.0,96.0,1024.0,1020.0,1022.0,0.0,8.0,0.0,4.0,10.0,0.0,4.0,8.0,,3.0,54.0
1084,3.0,-2.0,1.0,100.0,97.0,100.0,1022.0,1010.0,1015.0,5.08,3.0,-2.0,0.0,5.0,0.0,2.0,13.0,,3.0,55.0
1085,7.0,3.0,6.0,100.0,76.0,91.0,1018.0,1010.0,1013.0,0.25,10.0,1.0,6.0,19.0,3.0,9.0,14.0,,8.0,56.0
1086,8.0,4.0,5.0,100.0,81.0,95.0,1021.0,1010.0,1017.0,4.06,8.0,3.0,6.0,26.0,6.0,10.0,26.0,,10.0,57.0
1087,10.0,8.0,9.0,100.0,58.0,77.0,1015.0,1011.0,1014.0,2.03,15.0,6.0,11.0,10.0,10.0,10.0,35.0,55.0,23.0,58.0
1088,7.0,3.0,6.0,93.0,49.0,76.0,1015.0,1007.0,1011.0,0.0,15.0,5.0,10.0,10.0,10.0,10.0,21.0,,10.0,59.0
1089,7.0,4.0,6.0,87.0,38.0,74.0,1011.0,1004.0,1007.0,0.51,16.0,7.0,11.0,10.0,10.0,10.0,47.0,64.0,14.0,60.0
1090,6.0,2.0,4.0,87.0,52.0,73.0,1018.0,1011.0,1014.0,0.0,10.0,7.0,8.0,10.0,10.0,10.0,27.0,58.0,19.0,61.0
1091,7.0,3.0,6.0,93.0,61.0,78.0,1015.0,1005.0,1011.0,2.03,11.0,8.0,9.0,10.0,10.0,10.0,37.0,52.0,24.0,62.0
1092,5.0,2.0,4.0,87.0,73.0,80.0,1030.0,1016.0,1026.0,0.0,8.0,4.0,6.0,10.0,10.0,10.0,29.0,50.0,18.0,63.0
1093,6.0,3.0,4.0,93.0,62.0,80.0,1027.0,1014.0,1020.0,0.0,11.0,4.0,7.0,26.0,10.0,10.0,16.0,,13.0,64.0
1094,5.0,2.0,3.0,81.0,43.0,70.0,1025.0,1016.0,1021.0,0.0,11.0,6.0,8.0,19.0,10.0,10.0,34.0,45.0,19.0,65.0
1095,5.0,2.0,3.0,87.0,65.0,78.0,1026.0,1012.0,1020.0,0.0,9.0,4.0,7.0,10.0,10.0,10.0,21.0,,14.0,66.0
1096,6.0,1.0,3.0,93.0,63.0,77.0,1017.0,1008.0,1011.0,1.02,9.0,3.0,6.0,10.0,10.0,10.0,26.0,45.0,14.0,37.0
1097,3.0,-1.0,2.0,100.0,61.0,85.0,1032.0,1017.0,1025.0,0.0,7.0,0.0,3.0,23.0,10.0,10.0,13.0,,8.0,38.0
1098,3.0,-2.0,1.0,100.0,80.0,88.0,1039.0,1032.0,1036.0,0.0,6.0,-1.0,2.0,19.0,9.0,10.0,21.0,,10.0,39.0
1099,7.0,4.0,6.0,100.0,82.0,93.0,1039.0,1035.0,1037.0,0.76,8.0,5.0,7.0,27.0,7.0,10.0,14.0,,10.0,40.0
1100,7.0,4.0,6.0,100.0,76.0,89.0,1036.0,1034.0,1034.0,0.0,8.0,6.0,7.0,18.0,6.0,10.0,14.0,,5.0,41.0
1101,6.0,4.0,5.0,100.0,80.0,90.0,1035.0,1031.0,1032.0,0.0,8.0,6.0,7.0,23.0,5.0,10.0,11.0,,6.0,42.0
1102,5.0,1.0,4.0,100.0,74.0,93.0,1032.0,1028.0,1029.0,0.0,9.0,1.0,4.0,18.0,0.0,6.0,14.0,,5.0,43.0
1103,3.0,2.0,3.0,100.0,87.0,95.0,1029.0,1027.0,1028.0,0.0,3.0,2.0,2.0,8.0,0.0,5.0,13.0,,5.0,44.0
1104,3.0,1.0,1.0,100.0,87.0,94.0,1028.0,1019.0,1023.0,0.0,2.0,1.0,1.0,10.0,3.0,7.0,11.0,,6.0,45.0
1105,3.0,1.0,2.0,100.0,87.0,94.0,1020.0,1012.0,1015.0,0.25,4.0,1.0,2.0,14.0,5.0,8.0,13.0,,6.0,46.0
1106,3.0,-2.0,1.0,100.0,68.0,92.0,1018.0,1011.0,1015.0,0.0,3.0,1.0,2.0,27.0,0.0,8.0,16.0,,5.0,47.0
1107,2.0,-2.0,0.0,100.0,82.0,94.0,1019.0,1015.0,1016.0,0.0,1.0,-1.0,0.0,14.0,2.0,8.0,16.0,,8.0,48.0
1108,-2.0,-3.0,-3.0,93.0,75.0,86.0,1016.0,1013.0,1014.0,0.0,1.0,-1.0,0.0,11.0,5.0,8.0,16.0,,11.0,49.0
1109,-2.0,-6.0,-4.0,93.0,57.0,80.0,1015.0,1011.0,1013.0,0.0,1.0,-2.0,-1.0,16.0,7.0,10.0,13.0,26.0,8.0,50.0
1110,-1.0,-4.0,-2.0,100.0,73.0,89.0,1011.0,1004.0,1006.0,0.51,1.0,-3.0,-1.0,18.0,1.0,8.0,16.0,,6.0,51.0
